Image,Segmentation,Transcription,Threshold
g06-018r-05,ok,"been much rain and damp, but the temperature is high &amp;",166
g06-018r-06,ok,I have not yet thought of a fire....,167
g06-026a-00,ok,A pleasant life truly!... It so happens that I,182
g06-026a-01,ok,have an Italian who is perhaps the best Valet,182
g06-026a-02,ok,de Chambre that ever was. But he has not,182
g06-026a-03,ok,one word of English.' While he was writing,182
g06-026a-04,err,"this letter he heard of the fall of the Whigs, and the",182
g06-026a-05,ok,temporary assumption of the government by,182
g06-026a-06,ok,the Duke of Wellington.,182
g06-026b-00,ok,A pleasant life truly!... It so happens,182
g06-026b-01,err,that I have an Italian who is perhaps,182
g06-026b-02,ok,the best Valet de Chambre that,182
g06-026b-03,ok,ever was. But he has not one word,182
g06-026b-04,ok,of English.' While he was writing,182
g06-026b-05,ok,this letter he heard of the fall of,182
g06-026b-06,ok,"the Whigs, and the temporary",162
g06-026b-07,ok,assumption of the government by,162
g06-026b-08,ok,the Duke of Wellington.,162
g06-026c-00,ok,A pleasant life truly!... It so happens that I have an,182
g06-026c-01,ok,Italian who is perhaps the best Valet de Chambre that,182
g06-026c-02,ok,ever was. But he has not one word of English.',182
g06-026c-03,ok,While he was writing this letter he heard of the fall,182
g06-026c-04,ok,"of the Whigs, and the temporary assumption of",182
g06-026c-05,ok,the government by the Duke of Wellington.,182
g06-026d-00,ok,A pleasant life # truly!... It so happens that I have,182
g06-026d-01,ok,an Italian who is perhaps the best Valet de Chambre that,182
g06-026d-02,ok,ever was. But he has not one word of English.',182
g06-026d-03,ok,While he was writing this letter he heard of the fall of,182
g06-026d-04,ok,"the Whigs, and the temporary assumption of the govern-",182
g06-026d-05,ok,ment by the Duke of Wellington.,182
g06-026e-00,ok,A pleasant life truly!... It so happens that I have an Italian,162
g06-026e-01,ok,who is perhaps the best Valet de Chambre that ever was.,162
g06-026e-02,ok,But he has not one word of English.' While he was,162
g06-026e-03,ok,"writing this letter he heard of the fall of the Whigs, and",162
g06-026e-04,ok,the temporary assumption of the government by the,162
g06-026e-05,ok,Duke of Wellington.,162
g06-026f-00,err,A pleasant life truly!... It so happens that I have an Italian,191
g06-026f-01,ok,who is perhaps the best Valet de Chambre that ever was. But he,203
g06-026f-02,ok,has not one word of English.' While he was writing this letter he,203
g06-026f-03,ok,"heard of the fall of the Whigs, and the temporary assumption",203
g06-026f-04,ok,of the government by the Duke of Wellington.,203
g06-026g-00,ok,A pleasant life truly!... It so happens that I have an Italian,169
g06-026g-01,ok,who is perhaps the best Valet de Chambre that ever was. But,172
g06-026g-02,ok,he has not one word of English.' While he was writing this,172
g06-026g-03,ok,"letter he heard of the fall of the Whigs, and the temporary",172
g06-026g-04,ok,assumption of the government by the Duke of Wellington.,172
g06-026h-00,ok,A pleasant life truly!... It so happens that I have,182
g06-026h-01,ok,an Italian who is perhaps the best Valet de Chambre,182
g06-026h-02,ok,that ever was. But he has not one word of English.',182
g06-026h-03,err,While he was writing this letter he heard of the fall,182
g06-026h-04,ok,"of the Whigs, and the temporary assumption of",182
g06-026h-05,err,the government by the Duke of Wellington.,182
g06-026i-00,ok,A pleasant life truly!... It so happens that I have,162
g06-026i-01,ok,an Italian who is perhaps the best Valet de Chambre,162
g06-026i-02,ok,that ever was. But he has not one word of English.',162
g06-026i-03,ok,While he was writing this letter he heard of the fall,162
g06-026i-04,ok,"of the Whigs, and the temporary assumption of the",162
g06-026i-05,ok,government by the Duke of Wellington.,162
g06-026j-00,ok,A pleasant life truly!... It so happens that,182
g06-026j-01,ok,I have an Italian who is perhaps the best,182
g06-026j-02,err,Valet de Chambre that ever was. But he,182
g06-026j-03,err,has not one word of English.' While he was,182
g06-026j-04,ok,writing this letter he heard of the fall of,182
g06-026j-05,ok,"the Whigs, and the temporary assumption of",182
g06-026j-06,ok,the government by the Duke of Wellington.,182
g06-026k-00,ok,A pleasant life truly!... It so happens that I have,182
g06-026k-01,ok,an Italian who is perhaps the best Valet de,182
g06-026k-02,ok,Chambre that ever was. But he has not one word,182
g06-026k-03,ok,of English.' While he was writing this letter he,182
g06-026k-04,ok,"heard of the fall of the Whigs, and the temporary",182
g06-026k-05,ok,assumption of the government by the Duke of,182
g06-026k-06,ok,Wellington.,182
g06-026l-00,ok,A pleasant life truly!... It so happens that I have an,186
g06-026l-01,ok,Italian who is perhaps the best Valet de Chambre that,186
g06-026l-02,ok,ever was. But he has not one word of English.',186
g06-026l-03,ok,While he was writing this letter he heard of the fall of the,186
g06-026l-04,ok,"Whigs, and the temporary assumption of the government",186
g06-026l-05,ok,by the Duke of Wellington.,182
g06-026m-00,ok,A pleasant life truly!... It so happens that,182
g06-026m-01,ok,I have an Italian who is perhaps the best,182
g06-026m-02,ok,Valet de Chambre that ever was. But he has,182
g06-026m-03,ok,not one word of English.' While he was writing,182
g06-026m-04,ok,"this letter he heard of the fall of the Whigs, and",182
g06-026m-05,ok,the temporary assumption of the government,162
g06-026m-06,ok,by the Duke of Wellington.,162
g06-026n-00,err,A pleasant life truly!... It so happens that,191
g06-026n-01,ok,I have an Italian who is perhaps the,186
g06-026n-02,ok,best Valet de Chambre that ever was.,182
g06-026n-03,ok,But he has not one word of English.',186
g06-026n-04,ok,While he was writing this letter he,186
g06-026n-05,ok,"heard of the fall of the # Whigs,",182
g06-026n-06,ok,and the temporary assumption of the,186
g06-026n-07,ok,government by the Duke of Wellington.,186
g06-026o-00,ok,A pleasant life truly!... It so happens,188
g06-026o-01,ok,that I have an Italian who is perhaps,192
g06-026o-02,ok,the best Valet de Chambre that ever was.,192
g06-026o-03,ok,But he has not one word of English.',192
g06-026o-04,ok,While he was writing this letter he,191
g06-026o-05,ok,"heard of the fall of the Whigs, and",189
g06-026o-06,ok,the temporary assumption of the govern-,190
g06-026o-07,ok,ment by the Duke of Wellington.,192
g06-026p-00,ok,A pleasant life truly!... It so happens that I have an,196
g06-026p-01,ok,Italian who is perhaps the best Valet de Chambre,201
g06-026p-02,ok,that ever was. But he has not one word of English.',194
g06-026p-03,ok,While he was writing this letter he heard of the fall,194
g06-026p-04,ok,"of the Whigs, and the temporary assumption of the",195
g06-026p-05,ok,government by the Duke of Wellington.,198
g06-026r-00,ok,A pleasant life truly!... It so happens that I have an,182
g06-026r-01,ok,Italian who is perhaps the best Valet de Chambre that,182
g06-026r-02,ok,ever was. But he has not one word of English.' While,182
g06-026r-03,ok,"he was writing this letter he heard of the fall of the Whigs,",182
g06-026r-04,err,and the temporary assumption of the government by the,182
g06-026r-05,ok,Duke of Wellington.,182
g06-031a-00,ok,'What a frightful event!' he wrote. 'I tremble!,182
g06-031a-01,ok,"What infatuation! Personally I am indifferent, but",182
g06-031a-02,ok,I really tremble for my country! I may be,182
g06-031a-03,ok,"mistaken, 1tho' I cannot but fear that the",182
g06-031a-04,ok,exasperation of the People will be so great at the,182
g06-031a-05,err,"return of Ultratoryism, that the Commons House",182
g06-031a-06,ok,"upon a dissolution, which must be had, will be",182
g06-031a-07,err,"a mass of Radicalism, &amp; then God knows",182
g06-031a-08,err,what may happen....,182
g06-031b-00,ok,'What a frightful event!' he wrote. 'I tremble!,162
g06-031b-01,ok,What infatuation! Personally I am,162
g06-031b-02,ok,"indifferent, but I really tremble for my",162
g06-031b-03,ok,"country! I may be mistaken, 1tho' I cannot",162
g06-031b-04,ok,but fear that the exasperation of,162
g06-031b-05,ok,the People will be so great at the,162
g06-031b-06,ok,"return of Ultratoryism, that the",162
g06-031b-07,ok,"Commons House upon a dissolution,",162
g06-031b-08,ok,"which must be had, will be a mass",162
g06-031b-09,ok,"of Radicalism, &amp; then God knows what",162
g06-031b-10,err,may happen....,162
g06-031c-00,ok,# 'What a frightful event!' he wrote. 'I tremble!,182
g06-031c-01,ok,"What infatuation! Personally I am indifferent, but I really",182
g06-031c-02,ok,"tremble for my country! I may be mistaken, 1tho' I",182
g06-031c-03,ok,cannot but fear that the exasperation of the People,182
g06-031c-04,ok,"will be so great at the return of Ultratoryism,",182
g06-031c-05,ok,"that the Commons House upon a dissolution, which",182
g06-031c-06,ok,"must be had, will be a mass of Radicalism, & then",182
g06-031c-07,err,God knows what may happen....,182
g06-031d-00,ok,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031d-01,ok,"infatuation! Personally I am indifferent, but I really",182
g06-031d-02,ok,"tremble for my country! I may be mistaken, 1tho'",182
g06-031d-03,ok,I cannot but fear that the exasperation of the People,182
g06-031d-04,err,"will be so great at the return of Ultratoryism,",162
g06-031d-05,ok,"that the Commons House upon a dissolution, which must",162
g06-031d-06,ok,"be had, will be a mass of Radicalism, &amp; then God",182
g06-031d-07,ok,knows what may happen....,182
g06-031e-00,ok,'What a frightful event!' he wrote. 'I tremble! What infa-,162
g06-031e-01,ok,"tuation! Personally I am indifferent, but I really tremble",162
g06-031e-02,ok,"for my country! I may be mistaken, 1tho' I cannot",162
g06-031e-03,ok,but fear that the exasperation of the People will be so,162
g06-031e-04,ok,"great at the return of Ultratoryism, that the Commons",162
g06-031e-05,ok,"House upon a dissolution, which must be had, will be a",152
g06-031e-06,err,"mass of Radicalism, & then God knows what may happen....",162
g06-031f-00,ok,'What a frightful event!' he wrote. 'I tremble! What infatuation!,203
g06-031f-01,ok,"Personally I am indifferent, but I really tremble for my country! I may",203
g06-031f-02,ok,"be mistaken, 1tho' I cannot but fear that the exasperation of the",203
g06-031f-03,ok,"People will be so great at the return of Ultratoryism, that the",203
g06-031f-04,ok,"Commons House upon a dissolution, which must be had, will be",203
g06-031f-05,ok,"a mass of Radicalism, &amp; then God knows what may happen....",203
g06-031g-00,ok,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031g-01,ok,"infatuation! Personally I am indifferent, but I really",182
g06-031g-02,ok,"tremble for my country! I may be mistaken, 1tho' I cannot",182
g06-031g-03,ok,but fear that the exasperation of the People will be so great,182
g06-031g-04,ok,"at the return of Ultratoryism, that the Commons House",182
g06-031g-05,ok,"upon a dissolution, which must be had, will be a mass",162
g06-031g-06,ok,"of Radicalism, &amp; then God knows what may happen....",182
g06-031h-00,ok,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031h-01,err,"infatuation! Personally I am indifferent, but I really",182
g06-031h-02,ok,"tremble for my country! I may be mistaken,",182
g06-031h-03,err,1tho' I cannot but fear that the exasperation,182
g06-031h-04,ok,of the People will be so great at the return of,182
g06-031h-05,ok,"Ultratoryism, that the Commons House upon a",182
g06-031h-06,ok,"dissolution, which must be had, will be a mass",182
g06-031h-07,ok,"of Radicalism, & then God knows what may",182
g06-031h-08,err,happen....,182
g06-031i-00,err,'What a frightful event!' he wrote. 'I tremble! What,162
g06-031i-01,ok,"infatuation! Personally I am indifferent, but I really tremble",162
g06-031i-02,ok,"for my country! I may be mistaken, 1tho' I cannot but",162
g06-031i-03,ok,fear that the exasperation of the People will be so,162
g06-031i-04,ok,"great at the return of Ultratoryism, that the Commons",162
g06-031i-05,ok,"House upon a dissolution, which must be had, will be a",162
g06-031i-06,err,"mass of Radicalism, &amp; then God knows what may happen....",162
g06-031j-00,err,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031j-01,ok,"infatuation! Personally I am indifferent,",182
g06-031j-02,ok,but I really tremble for my country! I may,182
g06-031j-03,ok,"be mistaken, 1tho' I cannot but fear that",182
g06-031j-04,ok,the exasperation of the People will be,182
g06-031j-05,ok,"so great at the return of Ultratoryism,",182
g06-031j-06,ok,"that the Commons House upon a dissolution,",182
g06-031j-07,err,"which must be had, will be a mass of",182
g06-031j-08,err,"Radicalism, &amp; then God knows what",182
g06-031j-09,ok,may happen....,182
g06-031k-00,ok,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031k-01,ok,"infatuation! Personally I am indifferent, but I really",182
g06-031k-02,ok,"tremble for my country! I may be mistaken, 1tho'",182
g06-031k-03,ok,I cannot but fear that the exasperation of the,182
g06-031k-04,ok,People will be so great at the return of,182
g06-031k-05,ok,"Ultratoryism, that the Commons House upon",162
g06-031k-06,ok,"a dissolution, which must be had, will be a",162
g06-031k-07,ok,"mass of Radicalism, &amp; then God knows what",162
g06-031k-08,ok,may happen....,162
g06-031l-00,ok,'What a frightful event!' he wrote. 'I tremble! What,186
g06-031l-01,ok,"infatuation! Personally I am indifferent, but I really tremble",186
g06-031l-02,ok,"for my country! I may be mistaken, 1tho' I cannot but",182
g06-031l-03,ok,fear that the exasperation of the People will be so,182
g06-031l-04,ok,"great at the return of Ultratoryism, that the Commons",182
g06-031l-05,ok,"House upon a dissolution, which must be had, will be a",182
g06-031l-06,err,"mass of Radicalism, & then God knows what may happen....",182
g06-031m-00,ok,'What a frightful event!' he wrote. 'I tremble! What,182
g06-031m-01,ok,"infatuation! Personally I am indifferent, but I",182
g06-031m-02,ok,"really tremble for my country! I may be mistaken,",182
g06-031m-03,ok,1tho' I cannot but fear that the exasperation of,182
g06-031m-04,ok,the People will be so great at the return of,182
g06-031m-05,ok,"Ultratoryism, that the Commons House upon a",162
g06-031m-06,ok,"dissolution, which must be had, will be a",162
g06-031m-07,ok,"mass of Radicalism, & then God knows",162
g06-031m-08,ok,what may happen....,162
g06-031n-00,ok,'What a frightful event!' he wrote. 'I,191
g06-031n-01,ok,tremble! What infatuation! Personally,186
g06-031n-02,ok,"I am indifferent, but I really tremble",186
g06-031n-03,ok,"for my country! I may be mistaken,",191
g06-031n-04,ok,1tho' I cannot but fear that the,186
g06-031n-05,err,exasperation of the People will,182
g06-031n-06,ok,be so great at the return of Ultra-,186
g06-031n-07,ok,"toryism, that the Commons House upon",191
g06-031n-08,ok,"a dissolution, which must be had,",186
g06-031n-09,ok,"will be a mass of Radicalism, &amp;",191
g06-031n-10,err,then God knows what may happen....,191
g06-031o-00,ok,'What a frightful event!' he wrote. 'I,187
g06-031o-01,ok,tremble! What infatuation! Personally,190
g06-031o-02,ok,"I am indifferent, but I really tremble",191
g06-031o-03,ok,"for my country! I may be mistaken,",193
g06-031o-04,ok,1tho' I cannot but fear that the,192
g06-031o-05,ok,exasperation of the People will be so,192
g06-031o-06,ok,"great at the return of Ultratoryism,",188
g06-031o-07,ok,that the Commons House upon a dis-,190
g06-031o-08,ok,"solution, which must be had, will",192
g06-031o-09,ok,"be a mass of Radicalism, & then",190
g06-031o-10,ok,God knows what may happen....,189
g06-031p-00,ok,'What a frightful event!' he wrote. 'I tremble! What infa-,194
g06-031p-01,ok,"tuation! Personally I am indifferent, but I really tremble",195
g06-031p-02,ok,"for my country! I may be mistaken, 1tho' I cannot but",196
g06-031p-03,ok,fear that the exasperation of the People will be so great,199
g06-031p-04,ok,"at the return of Ultratoryism, that the Commons",197
g06-031p-05,ok,"House upon a dissolution, which must be had, will",196
g06-031p-06,ok,"be a mass of Radicalism, & then God knows what",197
g06-031p-07,err,may happen....,199
g06-031r-00,ok,'What a frightful event!' he wrote. 'I tremble! What,166
g06-031r-01,ok,"infatuation! Personally I am indifferent, but I really",166
g06-031r-02,ok,"tremble for my country! I may be mistaken, 1tho' I",168
g06-031r-03,err,cannot but fear that the exasperation of the People,167
g06-031r-04,ok,"will be so great at the return of Ultratoryism, that the",166
g06-031r-05,ok,"Commons House upon a dissolution, which must be had,",167
g06-031r-06,ok,"will be a mass of Radicalism, &amp; then God knows what",167
g06-031r-07,err,may happen....,165
g06-037b-00,ok,"God grant, however, that I may be a",162
g06-037b-01,ok,false prophet &amp; that all may go well.,162
g06-037b-02,ok,"Sir R. Peel was here, I understand, but",162
g06-037b-03,ok,an express took him off yesterday.',162
g06-037b-04,ok,While he was in Naples there had opened,162
g06-037b-05,ok,a new chapter in the history of,162
g06-037b-06,ok,Anglesey's unceasing search for an effective,162
g06-037b-07,ok,alleviation of his painful malady. None,162
g06-037b-08,ok,of the numerous conventional remedies,162
g06-037b-09,ok,to which he had been subjected ever,162
g06-037c-00,ok,"God grant, however, that I may be a false prophet",182
g06-037c-01,ok,"&amp; that all may go well. Sir R. Peel was here,",182
g06-037c-02,err,"I understand, but an express took him",182
g06-037c-03,ok,off yesterday.',182
g06-037c-04,ok,While he was in Naples there had opened a new,182
g06-037c-05,ok,chapter in the history of Anglesey's unceasing search,182
g06-037c-06,ok,for an effective alleviation of his painful malady.,182
g06-037c-07,ok,None of the numerous conventional remedies to which,182
g06-037c-08,ok,he had been subjected ever since the symptoms had,182
g06-037c-09,ok,first shown themselves seventeen years before had,182
g06-037c-10,ok,had the slightest effect.,182
g06-037d-00,ok,"God grant, however, that I may be a false prophet &amp;",182
g06-037d-01,ok,"that all may go well. Sir R. Peel was here, I under-",182
g06-037d-02,ok,"stand, but an express took him off yesterday.'",182
g06-037d-03,ok,While he was in Naples there had opened a,182
g06-037d-04,ok,new chapter in the history of Anglesey's unceasing,182
g06-037d-05,ok,search for an effective alleviation of his painful,182
g06-037d-06,ok,malady. None of the numerous conventional remedies,182
g06-037d-07,ok,to which he had been subjected ever since the symp-,182
g06-037d-08,ok,toms had first shown themselves seventeen years before,182
g06-037d-09,ok,had had the slightest effect.,162
g06-037e-00,ok,"God grant, however, that I may be a false prophet &amp; that",162
g06-037e-01,ok,"all may go well. Sir R. Peel was here, I understand, but",162
g06-037e-02,ok,an express took him off yesterday.',162
g06-037e-03,ok,While he was in Naples there had opened a new chapter in,162
g06-037e-04,ok,the history of Anglesey's unceasing search for an,162
g06-037e-05,ok,effective alleviation of his painful malady. None of the,162
g06-037e-06,ok,numerous conventional remedies to which he had been,162
g06-037e-07,ok,subjected ever since the symptoms had first shown them-,162
g06-037e-08,ok,selves seventeen years before had had the slightest effect.,152
g06-037f-00,ok,"God grant, however, that I may be a false prophet &amp; that all",203
g06-037f-01,ok,"may go well. Sir R. Peel was here, I understand, but an express",203
g06-037f-02,ok,took him off yesterday.',203
g06-037f-03,ok,While he was in Naples there had opened a new chapter in the,203
g06-037f-04,ok,history of Anglesey's unceasing search for an effective alleviation of,203
g06-037f-05,ok,his painful malady. None of the numerous conventional remedies to,191
g06-037f-06,ok,which he had been subjected ever since the symptoms had first,203
g06-037f-07,ok,shown themselves seventeen years before had had the slightest effect.,203
g06-037g-00,ok,"God grant, however, that I may be a false prophet",182
g06-037g-01,ok,"&amp; that all may go well. Sir R. Peel was here, I understand,",182
g06-037g-02,ok,but an express took him off yesterday.',182
g06-037g-03,ok,While he was in Naples there had opened a new chapter in,182
g06-037g-04,ok,the history of Anglesey's unceasing search for an effective,182
g06-037g-05,ok,alleviation of his painful malady. None of the numerous,182
g06-037g-06,ok,conventional remedies to which he had been subjected,182
g06-037g-07,ok,ever since the symptoms had first shown themselves,182
g06-037g-08,ok,seventeen years before had had the slightest effect.,182
g06-037h-00,ok,"God grant, however, that I may be a false prophet",182
g06-037h-01,ok,&amp; that all may go well. Sir R. Peel was,182
g06-037h-02,ok,"here, I understand, but an express took him off",182
g06-037h-03,ok,yesterday.',182
g06-037h-04,ok,While he was in Naples there had opened a new,182
g06-037h-05,ok,chapter in the history of Anglesey's unceasing,182
g06-037h-06,ok,search for an effective alleviation of his painful,182
g06-037h-07,ok,malady. None of the numerous conventional,182
g06-037h-08,ok,remedies to which he had been subjected ever,182
g06-037h-09,ok,since the symptoms had first shown them-,182
g06-037h-10,ok,selves seventeen years before had had the slightest effect.,182
g06-037i-00,ok,"God grant, however, that I may be a false prophet",162
g06-037i-01,ok,"&amp; that all may go well. Sir R. Peel was here, I understand,",162
g06-037i-02,ok,but an express took him off yesterday.',162
g06-037i-03,ok,While he was in Naples there had opened a new chapter,162
g06-037i-04,ok,in the history of Anglesey's unceasing search for an,162
g06-037i-05,ok,effective alleviation of his painful malady. None of the,162
g06-037i-06,ok,numerous conventional remedies to which he had been,162
g06-037i-07,ok,subjected ever since the symptoms had first shown,162
g06-037i-08,ok,themselves seventeen years before had had the,162
g06-037i-09,ok,slightest effect.,162
g06-037j-00,ok,"God grant, however, that I may be a false",182
g06-037j-01,ok,prophet & that all may go well. Sir R. Peel,182
g06-037j-02,ok,"was here, I understand, but an express took",182
g06-037j-03,ok,him off yesterday.',182
g06-037j-04,ok,While he was in Naples there had opened a,182
g06-037j-05,ok,new chapter in the history of Anglesey's,182
g06-037j-06,ok,unceasing search for an effective alleviation,182
g06-037j-07,ok,of his painful malady. None of the numer-,182
g06-037j-08,ok,ous conventional remedies to which he had,182
g06-037j-09,ok,been subjected ever since the symptoms,182
g06-037j-10,err,had first shown themselves seventeen years ..,182
g06-037k-00,ok,"God grant, however, that I may be a false prophet",182
g06-037k-01,ok,"&amp; that all may go well. Sir R. Peel was here, I",182
g06-037k-02,ok,"understand, but an express took him off yesterday.'",182
g06-037k-03,ok,While he was in Naples there had opened a new chapter,182
g06-037k-04,ok,in the history of Anglesey's unceasing search for,182
g06-037k-05,ok,an effective alleviation of his painful malady. None,182
g06-037k-06,ok,of the numerous conventional remedies to which he,182
g06-037k-07,ok,had been subjected ever since the symptoms had,182
g06-037k-08,ok,first shown themselves seventeen years before,182
g06-037k-09,ok,had had the slightest effect.,182
g06-037l-00,ok,"God grant, however, that I may be a false prophet &amp; that",186
g06-037l-01,ok,"all may go well. Sir R. Peel was here, I understand,",182
g06-037l-02,ok,but an express took him off yesterday.',186
g06-037l-03,ok,While he was in Naples there had opened a new chapter,186
g06-037l-04,err,in the history of Anglesey's unceasing search for,186
g06-037l-05,ok,an effective alleviation of his painful malady. None,182
g06-037l-06,ok,of the numerous conventional remedies to which he had,182
g06-037l-07,ok,been subjected ever since the symptoms had first,186
g06-037l-08,ok,shown themselves seventeen years before had had the,182
g06-037l-09,ok,slightest effect.,182
g06-037m-00,ok,"God grant, however, that I may be a false",168
g06-037m-01,ok,prophet &amp; that all may go well. Sir R. Peel,166
g06-037m-02,ok,"was here, I understand, but an express took",165
g06-037m-03,ok,him off yesterday.' While he was in Naples,165
g06-037m-04,ok,there had opened a new chapter in the,166
g06-037m-05,ok,history of Anglesey's unceasing search for an,166
g06-037m-06,ok,effective alleviation of his painful malady.,164
g06-037m-07,ok,None of the numerous conventional remedies to,164
g06-037m-08,ok,which he had been subjected ever since the,165
g06-037m-09,ok,symptoms had first shown themselves seventeen,163
g06-037m-10,ok,years before had had the slightest effect.,163
g06-037n-00,ok,"God grant, however, that I may be a false",191
g06-037n-01,err,prophet &amp; that all may go well. Sir R.,203
g06-037n-02,ok,"Peel was here, I understand, but an",191
g06-037n-03,ok,express took him off yesterday.',191
g06-037n-04,ok,While he was in Naples there had,186
g06-037n-05,err,opened a new chapter in the history,191
g06-037n-06,ok,of Anglesey's unceasing search for,186
g06-037n-07,err,an effective alleviation of his painful,186
g06-037n-08,ok,malady. None of the numerous con-,191
g06-037n-09,ok,ventional remedies to which he had,191
g06-037n-10,ok,been subjected ever since the symptoms,186
g06-037o-00,ok,"God grant, however, that I may be a",191
g06-037o-01,ok,false prophet & that all may go well.,193
g06-037o-02,ok,"Sir R. Peel was here, I understand, but",189
g06-037o-03,ok,an express took him off yesterday.',188
g06-037o-04,ok,While he was in Naples there had,190
g06-037o-05,ok,opened a new chapter in the history,191
g06-037o-06,ok,of Anglesey's unceasing search for an,191
g06-037o-07,ok,effective alleviation of his painful mala-,192
g06-037o-08,ok,dy. None of the numerous conventional,190
g06-037o-09,err,remedies to which he had been subjected,190
g06-037o-10,ok,ever since the symptoms had first,190
g06-037p-00,ok,"God grant, however, that I may be a false prophet &amp; that",195
g06-037p-01,ok,"all may go well. Sir R. Peel was here, I understand, but",198
g06-037p-02,err,an express took him off yesterday.',197
g06-037p-03,ok,While he was in Naples there had opened a new chapter,198
g06-037p-04,ok,in the history of Anglesey's unceasing search for an,200
g06-037p-05,ok,effective alleviation of his painful malady. None of the,198
g06-037p-06,ok,numerous conventional remedies to which he had been,199
g06-037p-07,ok,subjected ever since the symptoms had first shown,203
g06-037p-08,ok,themselves seventeen years before had had the,197
g06-037p-09,ok,slightest effect.,195
g06-037r-00,ok,"God grant, however, that I may be a false prophet",166
g06-037r-01,ok,"&amp; that all may go well. Sir R. Peel was here, I",168
g06-037r-02,ok,"understand, but an express took him off yesterday.'",167
g06-037r-03,ok,While he was in Naples there had opened a new chapter,165
g06-037r-04,ok,in the history of Anglesey's unceasing search for an,166
g06-037r-05,ok,effective alleviation of his painful malady. None of,164
g06-037r-06,ok,the numerous conventional remedies to which he had,165
g06-037r-07,ok,been subjected ever since the symptoms had first,166
g06-037r-08,ok,shown themselves seventeen years before had had,165
g06-037r-09,ok,the slightest effect.,164
g06-042a-00,ok,"Nor is this to be wondered at, for even today,",182
g06-042a-01,ok,"in the 1960s, no cure has been found for",182
g06-042a-02,ok,"the 6tic douloureux. As early as 1830, when",182
g06-042a-03,ok,Anglesey believed himself to be on the point,182
g06-042a-04,ok,"of death, the new German curative method",182
g06-042a-05,ok,known as homoeopathy had been brought to,182
g06-042a-06,ok,his notice.,182
g06-042b-00,ok,"Nor is this to be wondered at, for even",163
g06-042b-01,ok,"today, in the 1960s, no cure has been",161
g06-042b-02,ok,found for the 6tic douloureux. As early,161
g06-042b-03,ok,"as 1830, when Anglesey believed himself",160
g06-042b-04,ok,"to be on the point of death, the new",160
g06-042b-05,ok,German curative method known as,157
g06-042b-06,ok,homoeopathy had been brought to,158
g06-042b-07,ok,his notice.,159
g06-042c-00,err,"Nor is this to be wondered at, for even today, in",182
g06-042c-01,ok,"the 1960s, no cure has been found for the",182
g06-042c-02,ok,"6tic douloureux. As early as 1830, when",182
g06-042c-03,ok,Anglesey believed himself to be on the point of,182
g06-042c-04,ok,"death, the new German curative method known as",182
g06-042c-05,ok,homoeopathy had been brought to his notice.,182
g06-042d-00,err,"Nor is this to be wondered at, for even today, in the",182
g06-042d-01,ok,"1960s, no cure has been found for the 6tic douloureux.",182
g06-042d-02,ok,"As early as 1830, when Anglesey believed himself to be",182
g06-042d-03,ok,"on the point of death, the new German curative method",182
g06-042d-04,ok,known as homoeopathy had been brought to his notice.,182
g06-042e-00,ok,"Nor is this to be wondered at, for even today, in the",162
g06-042e-01,ok,"1960s, no cure has been found for the 6tic",162
g06-042e-02,ok,"douloureux. As early as 1830, when Anglesey believed",162
g06-042e-03,ok,"himself to be on the point of death, the new German",162
g06-042e-04,ok,curative method known as homoeopathy had been,162
g06-042e-05,ok,brought to his notice.,152
g06-042f-00,ok,"Nor is this to be wondered at, for even today, in the 1960s,",191
g06-042f-01,ok,no cure has been found for the 6tic douloureux. As early as,203
g06-042f-02,ok,"1830, when Anglesey believed himself to be on the point of death,",203
g06-042f-03,ok,the new German curative method known as homoeopathy had been,203
g06-042f-04,err,brought to his notice.,203
g06-042g-00,ok,"Nor is this to be wondered at, for even today, in the 1960s,",182
g06-042g-01,ok,no cure has been found for the 6tic douloureux. As,182
g06-042g-02,ok,"early as 1830, when Anglesey believed himself to be on the",182
g06-042g-03,ok,"point of death, the new German curative method known as",182
g06-042g-04,ok,homoeopathy had been brought to his notice.,182
g06-042h-00,err,"Nor is this to be wondered at, for even today, in",182
g06-042h-01,ok,"the 1960s, no cure has been found for the",186
g06-042h-02,ok,"6tic douloureux. As early as 1830, when",186
g06-042h-03,ok,Anglesey believed himself to be on the,182
g06-042h-04,ok,"point of death, the new German curative",182
g06-042h-05,ok,method known as homoeopathy had been,182
g06-042h-06,ok,brought to his notice.,182
g06-042i-00,ok,"Nor is this to be wondered at, for even today, in the",162
g06-042i-01,ok,"1960s, no cure has been found for the 6tic douloureux. As",162
g06-042i-02,ok,"early as 1830, when Anglesey believed himself to be on",162
g06-042i-03,ok,"the point of death, the new German curative method known",162
g06-042i-04,ok,as homoeopathy had been brought to his notice.,162
g06-042j-00,ok,"Nor is this to be wondered at, for even today,",182
g06-042j-01,ok,"in the 1960s, no cure has been found for",182
g06-042j-02,err,"the 6tic douloureux. As early as 1830, when",182
g06-042j-03,ok,Anglesey believed himself to be on the,182
g06-042j-04,ok,"point of death, the new German curative",182
g06-042j-05,ok,method known as homoeopathy had been,182
